Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDR21,OUT045,2730.582031
NCW29,OUT035,2065.442627
FDO11,OUT013,4342.654297
NCM31,OUT049,2368.665771
FDV35,OUT019,335.493927
FDF58,OUT017,1007.828369
NCE43,OUT049,2863.513184
FDA02,OUT035,2591.598877
DRL37,OUT010,61.42388153
FDR24,OUT018,1254.494019
FDW59,OUT049,1353.996826
FDS22,OUT049,723.993103
FDW24,OUT017,850.3161011
FDU24,OUT035,1638.826904
FDA21,OUT027,5237.372559
FDH58,OUT027,3034.823486
FDW36,OUT018,1400.401001
FDI45,OUT027,4933.103027
FDU01,OUT018,2612.177246
FDF35,OUT027,2648.781006
FDU43,OUT019,587.7942505
FDE24,OUT019,404.3963623
FDK50,OUT049,2658.434082
FDG31,OUT045,916.6860352
FDC60,OUT045,1541.345581
FDL36,OUT013,1402.585571
FDP21,OUT013,2989.466064
FDW16,OUT045,1355.682373
FDX02,OUT017,3987.253174
FDQ58,OUT027,3373.464111
FDT51,OUT046,1742.408936
FDD59,OUT049,1336.047241
NCM42,OUT018,1520.645874
FDA57,OUT018,536.6705933
FDZ48,OUT035,1735.686523
FDE46,OUT045,2414.44751
NCZ30,OUT019,383.4359131
FDB56,OUT017,3086.641602
FDA25,OUT027,2575.123779
FDD20,OUT013,2001.379883
FDL25,OUT013,1553.619019
NCO18,OUT049,2961.868652
FDJ45,OUT017,651.5418701
FDR12,OUT035,2883.011475
NCF19,OUT010,95.66165161
FDK25,OUT046,2673.938965
NCR17,OUT046,1877.924805
FDC52,OUT046,2432.168457
NCA54,OUT017,3035.929688
FDR45,OUT010,919.0123901
NCM19,OUT049,1987.408447
FDF39,OUT027,5815.197754
FDX23,OUT049,1528.973022
FDD58,OUT027,2781.046631
FDX28,OUT013,1712.347046
NCD31,OUT013,2670.666748
FDU57,OUT018,2175.824951
FDI27,OUT046,815.7315674
NCM42,OUT046,1711.830811
FDD32,OUT027,2178.131836
FDI34,OUT013,3667.396484
NCM29,OUT049,2035.573364
FDG46,OUT018,1611.22522
DRC01,OUT010,86.45801544
FDB15,OUT027,5933.460938
NCA17,OUT027,3578.416992
FDF10,OUT046,2482.967529
FDR26,OUT027,4325.675293
FDI02,OUT049,1763.271362
NCM54,OUT010,483.9376831
FDF14,OUT013,2357.705566
FDJ33,OUT010,471.3555298
FDM20,OUT035,4048.505859
FDC03,OUT027,5413.074707
NCX05,OUT046,1870.868286
NCM41,OUT027,2542.59375
NCU29,OUT010,508.0074463
FDQ59,OUT017,1364.759766
FDH46,OUT010,347.46521
FDH09,OUT013,743.4802246
NCD06,OUT045,741.3583984
FDC15,OUT035,2381.657959
DRD37,OUT027,1172.638062
FDT28,OUT027,4131.539551
FDR28,OUT027,4496.476074
FDT38,OUT017,1311.412964
FDV34,OUT027,2041.816406
FDY52,OUT035,1135.672607
FDB34,OUT013,1332.922607
DRL23,OUT018,1393.214478
DRB24,OUT046,2393.477539
FDJ50,OUT046,949.2474365
FDQ49,OUT035,2428.149658
FDP20,OUT035,1979.815186
FDV19,OUT027,4445.644531
NCR54,OUT045,2891.736084
FDO09,OUT010,575.6003418
FDS57,OUT018,2009.729492
FDN10,OUT049,1877.402832
FDV23,OUT049,1958.327759
FDY28,OUT049,3671.568359
DRG51,OUT013,2676.229492
FDD45,OUT019,262.9223633
NCL18,OUT027,4480.392578
NCM29,OUT013,1922.327026
FDF17,OUT027,5256.066406
FDE22,OUT017,2617.057861
FDQ22,OUT017,640.3873291
FDS01,OUT013,2926.625
FDW35,OUT027,1164.525635
FDJ33,OUT046,1923.567017
NCF54,OUT035,2922.348389
FDE09,OUT013,1651.788818
NCE06,OUT045,2342.028809
DRH49,OUT049,1240.851074
FDY43,OUT045,2682.732666
NCT05,OUT017,4142.686523
FDZ34,OUT045,2818.969971
FDL38,OUT017,1408.357056
FDZ31,OUT017,3219.424805
FDR14,OUT035,850.5353394
NCN54,OUT049,1273.439697
NCC42,OUT027,3848.867188
FDK08,OUT017,1515.709351
FDP59,OUT013,1485.047852
FDV22,OUT035,2721.230957
FDD33,OUT035,3724.535889
DRE60,OUT027,5879.418457
FDK52,OUT046,3577.628174
FDA02,OUT017,2500.142578
FDM56,OUT049,1606.316528
FDE57,OUT035,2412.946289
FDM32,OUT045,1312.506714
NCQ30,OUT027,2840.311035
FDQ27,OUT027,2604.136475
FDT60,OUT027,3062.988281
FDU43,OUT049,3847.57666
NCO55,OUT035,1766.75293
FDG02,OUT045,2755.45752
FDJ28,OUT013,2995.573486
FDP40,OUT045,1791.855591
FDJ38,OUT045,2955.313477
NCC54,OUT017,3787.300293
NCZ41,OUT046,1916.238892
FDK38,OUT019,383.1271667
FDU52,OUT013,2279.210693
FDC40,OUT046,1233.628296
NCR30,OUT017,1162.185791
NCN18,OUT017,1812.180908
FDB50,OUT035,1327.84314
FDG04,OUT013,2993.396729
FDR26,OUT035,2656.422607
NCT17,OUT018,2671.414551
FDX35,OUT027,4709.083984
FDS12,OUT046,1919.91687
NCZ29,OUT027,3027.714844
FDB38,OUT010,532.4030151
FDP12,OUT013,629.574585
FDP22,OUT046,804.7294312
FDS26,OUT018,3709.382568
FDR52,OUT046,3007.256104
DRJ13,OUT046,2675.705322
FDU48,OUT027,3305.721191
FDE29,OUT035,1027.367676
NCT29,OUT049,1988.577759
DRK37,OUT018,2736.113037
FDK55,OUT046,1251.241821
FDR07,OUT046,1548.724243
FDO21,OUT027,4857.160645
FDK46,OUT049,4278.758301
FDB12,OUT045,1583.781128
FDT31,OUT027,4316.234375
FDJ33,OUT045,1834.493774
FDC26,OUT027,2953.19165
NCQ02,OUT045,2886.696533
FDP08,OUT010,516.3173218
FDB11,OUT027,5560.684082
FDV55,OUT013,2258.937744
FDW20,OUT049,1930.484375
NCJ18,OUT019,370.3297729
FDC41,OUT018,1041.826782
FDE14,OUT027,2590.596436
FDG35,OUT013,2613.056152
FDF45,OUT035,981.8554688
FDS19,OUT027,2282.852295
FDS58,OUT019,420.1063538
FDA26,OUT017,4101.187988
FDM32,OUT049,1274.188843
FDL45,OUT046,2021.473633
FDZ55,OUT049,2599.611816
FDY37,OUT049,2371.303467
FDO46,OUT046,2861.604004
FDQ60,OUT046,1934.957886
FDA19,OUT018,1696.095459
FDL15,OUT046,2307.09082
FDM10,OUT018,2900.530029
NCL05,OUT017,683.5618896
DRK49,OUT010,46.25165939
NCE18,OUT027,5918.901367
FDG40,OUT049,652.366394
DRI59,OUT045,3733.691406
FDK28,OUT035,4068.347168
NCD06,OUT019,113.523262
FDO11,OUT019,756.1382446
FDK27,OUT046,1863.746948
FDT43,OUT027,1397.588135
FDD38,OUT018,1341.084961
FDA16,OUT049,3696.784424
FDL14,OUT027,3650.623047
NCM17,OUT049,785.1862183
FDD20,OUT045,2000.94458
FDA40,OUT045,1276.959717
FDL43,OUT045,1279.075317
FDV15,OUT045,1641.890991
FDE52,OUT046,1419.401611
NCL17,OUT010,586.9544067
NCJ31,OUT045,3608.291504
FDR60,OUT045,1206.508423
NCA18,OUT035,1837.950195
FDS21,OUT027,1601.129883
FDW09,OUT035,1357.994629
FDL26,OUT035,2489.457031
FDS47,OUT018,1170.239502
FDC39,OUT046,3441.587891
FDT51,OUT035,1776.167358
FDK40,OUT035,4281.854004
NCG19,OUT045,3479.603516
FDZ07,OUT046,977.1362915
FDF08,OUT027,2488.942627
FDO04,OUT013,810.6591797
FDK41,OUT018,1116.439453
FDP15,OUT049,4084.592773
NCD43,OUT018,1439.400391
NCP18,OUT013,2433.343506
FDZ51,OUT046,1527.350708
DRH13,OUT035,1725.987305
FDF38,OUT045,641.8953857
NCI43,OUT045,732.6065063
FDM38,OUT027,2037.325928
FDS03,OUT013,1079.526367
DRJ47,OUT017,2882.588135
FDT50,OUT010,308.821991
FDV02,OUT046,2730.747559
NCG18,OUT017,1838.57019
FDW52,OUT046,2707.346924
FDS40,OUT035,681.2653198
FDN31,OUT017,3047.748047
FDA37,OUT045,1813.914551
FDA15,OUT046,4019.012207
FDL39,OUT046,2845.659912
FDJ53,OUT045,1862.821045
FDX22,OUT013,3591.137451
NCZ42,OUT045,3674.80249
FDD56,OUT027,4684.876953
FDD40,OUT017,3177.007568
FDS50,OUT013,3857.592041
NCN14,OUT013,3014.490723
FDT15,OUT013,3032.066406
NCS18,OUT027,2574.97583
NCO26,OUT010,432.0858459
FDF58,OUT018,827.8815308
NCB19,OUT013,1413.161743
FDH26,OUT017,2203.996826
DRB24,OUT027,3798.855713
FDA49,OUT018,1110.5979
FDB32,OUT045,1397.955322
FDI36,OUT017,3127.29834
NCA17,OUT010,547.888855
FDH22,OUT013,1910.772949
NCM26,OUT018,2186.908203
FDT15,OUT027,5347.799316
FDB16,OUT018,1213.484741
NCP54,OUT027,3116.459717
FDJ36,OUT013,1668.252563
FDO28,OUT045,1791.257568
FDU09,OUT013,866.8380737
FDF29,OUT017,2111.635742
FDY08,OUT013,2195.059814
DRJ59,OUT018,475.2989197
FDT23,OUT027,2375.758789
FDU15,OUT018,473.641571
FDT47,OUT013,1659.303101
FDI53,OUT019,465.2307129
FDR59,OUT018,3374.79248
FDD53,OUT035,696.8063354
FDY51,OUT017,3775.154541
FDT04,OUT049,667.3222046
FDU51,OUT049,2890.908936
FDG14,OUT035,2530.014893
NCU06,OUT045,3648.13623
DRG25,OUT046,2956.816406
DRH49,OUT035,1313.378906
FDN15,OUT035,2384.531738
FDL43,OUT018,1045.985718
NCT18,OUT049,3206.193359
NCB31,OUT013,3726.415771
FDK57,OUT035,1924.709717
FDY04,OUT019,525.8285522
NCP54,OUT046,2006.587402
FDF41,OUT013,3740.353516
FDM01,OUT045,1635.600952
FDW03,OUT045,1707.44873
FDF28,OUT045,1953.676636
FDY37,OUT017,2415.070313
FDQ03,OUT017,4048.464355
FDP51,OUT027,3030.330811
FDJ40,OUT017,1824.463501
FDC32,OUT049,1387.546021
DRI49,OUT027,1962.648071
NCW54,OUT017,951.9251709
FDF09,OUT017,635.2358398
FDP45,OUT018,3089.377686
DRJ23,OUT018,2641.530273
FDS59,OUT017,1800.6521
FDY08,OUT046,2267.710449
FDX16,OUT049,2427.587402
FDY16,OUT018,2711.173584
FDK32,OUT035,2619.759033
FDQ22,OUT013,636.0476685
NCC31,OUT018,2186.338135
FDG58,OUT049,2457.170166
DRF48,OUT013,2849.040039
DRH36,OUT049,1179.207275
NCR30,OUT035,1201.322632
FDB03,OUT019,582.3130493
FDZ28,OUT027,3066.702393
FDR35,OUT017,3109.74585
DRD15,OUT027,6053.937988
FDJ33,OUT019,361.3061829
FDA56,OUT010,489.123291
FDP56,OUT046,823.8171997
NCT30,OUT046,769.9729614
FDK15,OUT017,1679.723511
FDH44,OUT018,2025.835449
FDV01,OUT013,2366.746826
DRG03,OUT017,2475.019531
FDG50,OUT027,2422.093018
FDR16,OUT010,827.21698
FDZ60,OUT046,1531.488159
DRG03,OUT045,2385.231445
FDS56,OUT018,3700.089111
FDU33,OUT045,808.1541748
DRD27,OUT035,1504.009888
FDW22,OUT046,3647.764404
DRA24,OUT045,2557.5271
FDF38,OUT049,676.4088135
FDX48,OUT013,2466.476318
FDS58,OUT018,2345.757324
FDC32,OUT046,1393.178955
NCQ29,OUT045,3707.908203
DRK39,OUT018,1212.90564
NCS38,OUT017,1896.672119
DRO47,OUT013,1694.822876
DRG27,OUT027,1143.269165
FDC57,OUT027,5563.058105
FDS55,OUT046,2399.014404
NCJ06,OUT018,1634.723633
FDO01,OUT019,390.5553284
NCM55,OUT045,2972.491943
FDC52,OUT049,2518.880127
FDQ15,OUT045,1218.667114
NCT30,OUT027,1487.049072
NCR42,OUT027,1075.980835
FDD28,OUT035,920.4207764
FDQ34,OUT049,1653.800171
FDZ12,OUT027,3832.38208
DRE13,OUT019,272.5357361
NCN07,OUT019,418.1867676
FDM28,OUT035,3077.253174
FDI10,OUT017,2881.877197
FDQ25,OUT013,2667.02124
FDA38,OUT010,869.0921631
DRI13,OUT049,3659.125977
FDY20,OUT027,2465.766357
NCZ53,OUT035,3130.825195
NCM31,OUT013,2407.188965
DRB01,OUT017,2988.168457
DRF37,OUT046,3943.521973
NCF42,OUT049,2751.830322
FDF16,OUT018,2119.620605
FDB41,OUT013,772.4108276
FDR34,OUT013,3966.378906
FDR15,OUT018,2179.272461
NCV42,OUT019,312.7815247
FDW51,OUT035,3630.060303
FDU36,OUT017,1623.83667
FDX60,OUT049,1280.103638
FDY03,OUT035,1856.659912
FDW55,OUT045,3680.450195
FDT01,OUT010,574.7978516
FDG58,OUT013,2338.157715
FDK21,OUT017,4280.880371
NCS41,OUT019,426.9803467
FDS10,OUT045,2950.262451
NCT53,OUT046,2542.47583
FDJ28,OUT018,2692.474365
FDX44,OUT045,1323.703125
FDT20,OUT018,504.2985229
FDO44,OUT017,1756.019775
NCX17,OUT049,3449.696289
FDY01,OUT017,1922.030762
FDJ12,OUT027,5884.452148
DRK35,OUT018,530.6407471
FDD47,OUT019,415.6097717
NCM53,OUT035,1695.419556
FDO45,OUT013,1296.266602
NCM42,OUT010,366.7470398
FDE04,OUT046,2787.616699
NCI30,OUT027,5794.959961
FDZ19,OUT013,2728.029785
FDW57,OUT013,3013.727783
FDA25,OUT013,1610.203369
FDT22,OUT046,957.4597168
FDP51,OUT013,1853.010132
FDD48,OUT027,3078.812744
FDY39,OUT035,3382.596436
FDO48,OUT010,947.1914673
FDD23,OUT027,5038.335449
DRN35,OUT027,1123.534424
FDT01,OUT035,3590.390137
FDC20,OUT010,132.1059875
DRJ35,OUT035,980.7011719
FDB32,OUT046,1454.286621
FDL24,OUT046,2879.145996
NCV42,OUT035,1863.205811
FDZ46,OUT046,1708.724731
FDC15,OUT013,2258.712158
FDD08,OUT019,18.56946945
FDY50,OUT049,1491.091553
FDD36,OUT013,1958.529297
FDG57,OUT027,1420.263428
FDL21,OUT018,490.168457
FDN16,OUT027,2705.673584
FDJ09,OUT027,1150.291626
FDS01,OUT010,554.0725708
FDV33,OUT017,4193.789551
DRE12,OUT017,1864.700195
FDR07,OUT013,1434.026001
FDP48,OUT010,660.4161987
NCB55,OUT035,874.2249756
FDQ08,OUT013,907.1425171
FDR34,OUT035,4162.527344
FDO33,OUT046,1781.161743
FDP13,OUT045,694.2828979
FDX12,OUT049,4005.344482
NCT06,OUT049,2716.404541
FDR16,OUT019,769.227356
FDE36,OUT046,2860.330322
FDZ36,OUT049,3120.07666
FDV13,OUT045,1269.47998
NCZ17,OUT035,684.3479004
FDU56,OUT045,2894.380615
FDM09,OUT035,2899.540039
FDV02,OUT017,2815.375977
FDS34,OUT018,1517.283569
FDA11,OUT049,1535.193848
FDP09,OUT017,3637.53418
FDB29,OUT027,2853.964844
FDT19,OUT017,2888.316406
DRH15,OUT017,714.6966553
FDY38,OUT046,3449.273438
FDF14,OUT027,3640.002686
FDN48,OUT010,361.6068115
FDQ12,OUT013,3842.383789
NCJ43,OUT045,2722.656982
FDE17,OUT019,448.9836426
FDB05,OUT035,3962.990723
FDH10,OUT045,2336.553467
NCR06,OUT017,714.3793945
FDU32,OUT018,1693.414185
FDD56,OUT049,2936.990967
FDO36,OUT018,2543.941406
FDH16,OUT010,334.2617493
FDX10,OUT018,517.4645386
FDZ37,OUT017,1431.712158
FDU31,OUT010,831.3764038
DRC49,OUT049,2342.010742
FDL15,OUT045,2313.797363
FDN32,OUT019,536.6813354
DRH59,OUT027,1961.921143
NCU29,OUT049,2557.015381
FDR37,OUT019,565.4829712
FDS14,OUT018,2264.176758
FDU02,OUT027,5971.875
FDJ08,OUT035,3092.943604
NCZ06,OUT045,3643.52832
FDO31,OUT049,1330.507324
FDH31,OUT018,1398.196167
FDS58,OUT017,2621.670654
NCA53,OUT027,1324.780029
FDF50,OUT046,3068.219238
NCW42,OUT049,3663.226318
NCQ17,OUT045,2397.362305
FDK51,OUT018,3643.975586
NCW41,OUT010,646.2598267
NCR29,OUT017,899.1018677
FDB08,OUT019,427.7410278
FDA40,OUT027,2246.780273
FDL14,OUT018,2234.308594
FDB47,OUT046,3518.455078
FDO03,OUT035,3992.303467
DRK13,OUT019,408.4262085
FDX13,OUT010,890.8573608
FDF52,OUT046,3056.658936
FDT11,OUT013,2923.850098
FDB08,OUT013,2465.73999
FDQ28,OUT018,2193.151367
FDD29,OUT045,4075.515381
NCQ29,OUT027,5567.729492
NCO02,OUT013,981.2866211
FDR56,OUT010,673.02948
NCM54,OUT049,2048.937012
FDP51,OUT035,1950.607056
FDT38,OUT013,1219.426392
FDZ20,OUT018,3410.631836
FDJ53,OUT013,1828.057617
FDX13,OUT049,4144.303711
FDP58,OUT035,3709.927734
NCK31,OUT019,140.7662048
FDA35,OUT018,1637.37793
FDV37,OUT018,2722.525635
NCO07,OUT027,4745.979492
FDA20,OUT045,2826.102295
FDZ59,OUT035,2698.687256
NCY17,OUT017,726.8824463
FDQ28,OUT035,2668.258545
FDV35,OUT017,2377.415283
FDQ36,OUT013,603.2151489
FDD34,OUT018,2361.159912
FDK51,OUT045,4233.66748
FDV31,OUT035,2785.939453
FDR04,OUT035,1686.600708
FDR14,OUT049,837.3392334
DRC36,OUT010,602.9801636
FDE39,OUT019,357.4812012
FDP57,OUT049,1649.390747
FDE57,OUT046,2298.751465
NCN18,OUT046,1753.022339
NCQ05,OUT018,2158.513916
FDW47,OUT035,2034.617554
FDV46,OUT035,2411.989258
NCP29,OUT045,989.5886841
FDE09,OUT018,1512.634277
NCU06,OUT027,5841.080078
FDT19,OUT010,514.5452881
DRF15,OUT017,2364.623779
DRI51,OUT013,2663.011719
NCX54,OUT013,1655.605591
DRE01,OUT013,3647.937744
NCB07,OUT045,2847.173096
FDU50,OUT035,1880.501099
FDG40,OUT035,667.3529663
FDW10,OUT018,2460.469727
FDX51,OUT013,2946.7229
NCP17,OUT045,940.1224365
FDP21,OUT035,3202.660889
FDL04,OUT045,1539.397583
FDV23,OUT013,1886.520142
FDF24,OUT046,1266.385742
FDH56,OUT027,3127.284424
FDB51,OUT049,1109.569946
FDI58,OUT027,2684.493164
FDR20,OUT013,721.6868286
FDC51,OUT018,1669.989624
FDB16,OUT027,2356.167236
FDE40,OUT049,988.8428955
NCM17,OUT035,791.8265381
FDU56,OUT035,3171.918701
FDS32,OUT019,442.51651
FDX02,OUT049,3807.888672
FDT39,OUT027,3492.271484
FDE35,OUT017,961.4536133
NCI42,OUT019,833.0150146
DRL23,OUT046,1653.833008
FDA10,OUT046,1898.086304
FDA11,OUT013,1476.683838
NCM06,OUT046,2352.159424
NCT05,OUT035,4080.570068
NCQ02,OUT010,652.8683472
NCY06,OUT049,2004.442505
FDY56,OUT035,3972.531738
FDL02,OUT035,1566.250244
NCI06,OUT035,2885.542725
FDQ14,OUT045,2328.177734
FDQ12,OUT017,3915.406494
FDP36,OUT046,828.1888428
FDK21,OUT027,5603.572266
FDO40,OUT045,2310.397461
NCK54,OUT019,379.13797
FDY09,OUT018,2648.215088
NCW30,OUT049,3939.929443
NCC55,OUT027,1089.119751
FDE58,OUT018,1579.723877
FDR39,OUT013,3001.893555
FDU28,OUT049,3083.96167
FDH08,OUT017,4035.445068
FDG35,OUT045,2531.126709
FDG22,OUT049,659.8999634
FDC34,OUT035,2730.283691
FDP15,OUT018,3406.276367
FDK34,OUT010,892.9008789
FDU45,OUT035,1982.249023
FDQ04,OUT027,1218.734619
FDX22,OUT018,3010.914063
FDB45,OUT017,1542.31543
NCH43,OUT027,5165.503418
DRE60,OUT046,3430.514893
FDD17,OUT027,6398.127441
NCM54,OUT017,2024.768066
NCH55,OUT013,1894.406982
NCT06,OUT017,2591.901367
FDA48,OUT027,5376.128906
FDY58,OUT027,6115.791016
FDO25,OUT045,3443.263672
FDN50,OUT045,1513.020386
FDH35,OUT035,2723.144287
FDK09,OUT045,3675.743896
FDO16,OUT013,1450.772705
FDW11,OUT045,971.182312
FDU47,OUT027,4085.681641
NCQ42,OUT010,500.7490845
FDK55,OUT027,2463.83374
FDN08,OUT049,1860.289307
FDT57,OUT045,3792.011475
FDJ12,OUT018,3148.563721
DRL59,OUT017,826.1864624
NCN53,OUT046,786.7279663
FDO51,OUT010,2.774684429
FDK56,OUT017,3021.028564
FDY12,OUT035,840.1932373
FDU15,OUT035,692.2015381
FDQ19,OUT046,3573.848877
DRF15,OUT045,2378.793945
DRE25,OUT019,293.2200623
FDK57,OUT018,1657.931641
FDD33,OUT010,748.5199585
FDR34,OUT027,5908.810547
FDU04,OUT045,1901.72998
FDE35,OUT019,158.4854584
NCD31,OUT035,2843.627441
FDJ56,OUT035,1678.367798
NCU53,OUT046,2454.619629
FDD39,OUT035,3849.283691
NCU17,OUT019,303.1654053
FDJ20,OUT046,1869.631104
NCW41,OUT018,2290.922119
FDL52,OUT035,737.9024048
FDS39,OUT035,2464.030762
DRJ47,OUT045,2740.076416
FDP13,OUT010,26.27092171
DRK39,OUT010,297.2813721
FDF28,OUT010,488.332428
FDB09,OUT045,1893.095825
FDM51,OUT046,1495.41394
DRM49,OUT018,734.8070068
DRF23,OUT013,2793.897217
DRH01,OUT035,2892.19458
FDH12,OUT027,2859.161377
FDA28,OUT019,369.6408691
FDW37,OUT018,1181.966064
FDF02,OUT046,1638.981689
DRL37,OUT046,672.9683228
NCF43,OUT046,2234.669434
FDH08,OUT010,880.7486572
FDR34,OUT019,721.3522949
NCK19,OUT049,3123.354492
NCD55,OUT018,509.2839355
FDT27,OUT049,3660.093018
FDQ57,OUT045,2340.732422
FDA47,OUT035,2625.226074
DRG15,OUT027,2085.448975
FDE05,OUT018,2153.231689
FDN46,OUT046,1717.250244
FDX27,OUT027,2523.840576
FDT51,OUT045,1674.169678
FDU33,OUT013,754.3943481
FDJ16,OUT027,1577.084839
FDD20,OUT019,424.1453857
FDT36,OUT049,644.5127563
DRF15,OUT027,3479.382324
FDN52,OUT010,209.8027802
FDC22,OUT027,5029.436523
FDX15,OUT045,2540.550537
FDT13,OUT013,3058.1875
FDU04,OUT017,2038.31311
FDU31,OUT019,582.28302
FDW59,OUT027,2210.799561
NCO29,OUT046,2496.97168
FDL15,OUT035,2470.412598
FDI41,OUT049,2452.638428
FDQ48,OUT049,1622.280518
DRI39,OUT013,900.8745728
FDI08,OUT013,4079.398682
FDC21,OUT049,1849.1427
FDF58,OUT035,1064.36084
FDS08,OUT010,476.0362549
FDE47,OUT045,1941.661865
NCP18,OUT019,410.8606262
NCR41,OUT013,1484.563599
FDA27,OUT013,3834.681152
FDA43,OUT035,3111.067871
FDA49,OUT045,1271.928711
NCE55,OUT018,2523.170898
DRM49,OUT027,1300.551392
FDF22,OUT027,5254.42627
FDQ15,OUT018,1080.390259
NCS54,OUT017,3122.382813
NCY05,OUT013,605.0860596
FDR45,OUT046,3739.862549
FDK57,OUT049,1956.105957
FDF41,OUT010,590.3381958
FDV21,OUT046,1876.230713
FDD51,OUT046,769.2779541
FDF33,OUT046,1689.871826
FDA38,OUT046,3656.769043
FDR56,OUT045,2954.45166
NCN41,OUT017,1986.369995
FDC60,OUT027,2065.158447
FDB47,OUT045,3370.192383
DRH01,OUT013,2775.933105
FDW08,OUT046,1709.273193
FDF38,OUT027,1095.474731
FDY32,OUT017,2555.310791
FDG34,OUT049,1666.992798
FDG47,OUT019,670.4182129
NCF18,OUT035,3091.128174
FDL39,OUT019,470.0896301
NCH55,OUT035,2030.459595
DRJ35,OUT049,954.901062
FDS44,OUT035,3909.991211
DRE01,OUT018,3435.279297
FDY39,OUT013,3116.731201
FDY32,OUT018,2430.49707
FDR33,OUT027,3056.881348
NCP50,OUT049,1263.923706
FDZ47,OUT018,1275.639404
FDU57,OUT049,2474.786865
FDY44,OUT013,3016.956299
DRH59,OUT018,954.5281982
FDB03,OUT027,6237.885254
FDY46,OUT045,2876.135742
FDM39,OUT045,2645.392578
FDY36,OUT035,1267.378418
NCM55,OUT035,3202.819336
FDJ50,OUT010,135.6403351
DRL60,OUT013,2349.974609
NCJ54,OUT049,3855.219727
FDX59,OUT017,617.5916138
FDI07,OUT013,2976.233154
DRF51,OUT010,57.51729965
FDM14,OUT017,1768.38623
FDP21,OUT045,2985.261963
FDE40,OUT035,1037.549438
FDE05,OUT035,2572.338135
FDM13,OUT027,3111.54834
FDC34,OUT027,3922.25708
NCI55,OUT018,1733.126465
NCE43,OUT018,2428.164063
FDW58,OUT018,1355.477417
FDG60,OUT045,3626.081055
FDV31,OUT017,2734.729492
FDR47,OUT013,2803.096924
FDM60,OUT019,53.37872696
NCF06,OUT018,3151.30957
NCN26,OUT027,2931.140869
FDQ59,OUT049,1400.9823
FDF09,OUT046,648.3171997
NCS06,OUT017,3957.243164
FDT44,OUT046,1825.452271
FDI19,OUT017,4013.585938
FDT22,OUT017,955.1737061
NCF54,OUT027,4481.594238
DRG25,OUT045,2877.215576
FDB59,OUT017,3140.963623
FDQ37,OUT017,3043.813965
FDP56,OUT035,831.6339722
FDW44,OUT035,2963.585205
FDJ26,OUT010,738.4693604
FDU43,OUT018,3211.083984
FDW33,OUT045,1588.574951
NCX53,OUT027,3649.230713
FDN56,OUT010,574.0587769
DRF15,OUT049,2390.017822
FDO33,OUT017,1911.146973
FDZ39,OUT010,358.9040527
NCJ19,OUT017,906.914917
FDU01,OUT035,3059.890381
FDT12,OUT035,3925.496826
NCM18,OUT018,865.6258545
FDP19,OUT017,2051.731201
NCR42,OUT049,644.3469238
FDN10,OUT046,1866.769775
FDG44,OUT017,1066.519775
FDQ10,OUT046,2948.035156
DRH13,OUT049,1625.823364
FDT52,OUT013,3998.196289
FDM56,OUT045,1706.64563
NCO43,OUT010,438.2373962
NCV29,OUT035,2925.058105
NCF06,OUT013,3860.387207
FDO50,OUT035,1489.631958
FDT59,OUT013,4012.42627
FDX40,OUT027,1104.908081
FDE50,OUT017,3150.653564
FDX51,OUT017,3089.169434
NCD30,OUT018,1278.470825
FDK15,OUT013,1678.839355
FDL12,OUT045,958.7941895
FDK46,OUT017,4167.298828
DRH49,OUT010,338.1940918
FDQ57,OUT046,2420.202881
FDY59,OUT017,1540.356079
FDO09,OUT018,3390.332275
NCG30,OUT035,1959.748657
FDM09,OUT017,2697.543457
NCN17,OUT027,2691.144775
NCS42,OUT013,1343.303467
FDD02,OUT019,353.4610291
FDE34,OUT013,3041.974609
FDU38,OUT045,2846.943359
FDB33,OUT046,2588.76123
NCJ29,OUT017,1432.283691
FDZ27,OUT035,832.3121948
FDI40,OUT013,1584.888428
FDG22,OUT013,606.0635986
FDT51,OUT017,1789.815918
FDF20,OUT018,2742.293213
FDV50,OUT035,1968.945557
FDT02,OUT049,645.5688477
DRC49,OUT017,2445.020508
FDF26,OUT049,2513.477539
FDV52,OUT035,1817.036499
FDX59,OUT049,640.8423462
FDV25,OUT035,4035.069092
FDW23,OUT027,1008.447876
FDE53,OUT018,1384.477539
FDA19,OUT017,1942.752319
FDH22,OUT046,1974.949463
NCO41,OUT013,1543.836792
FDX12,OUT017,4144.277344
FDF17,OUT013,3069.05542
FDS11,OUT045,3713.253662
FDR51,OUT035,2487.447021
FDT49,OUT010,259.4276733
FDC56,OUT013,1841.439819
FDR13,OUT027,3055.019287
FDQ60,OUT035,1968.323364
FDN38,OUT049,3993.68335
NCL29,OUT013,2447.161865
FDO13,OUT027,4049.705078
FDE26,OUT018,2159.501953
FDA31,OUT010,471.5908813
FDX14,OUT035,1242.174561
FDA34,OUT045,2801.057617
FDF26,OUT013,2376.750977
FDE38,OUT045,2526.785889
DRI11,OUT046,1826.458862
FDQ60,OUT027,2902.734375
FDL21,OUT027,949.2207642
DRC12,OUT027,5161.898926
FDC47,OUT046,3551.570313
FDE57,OUT045,2261.125977
FDT14,OUT045,1882.778809
NCZ53,OUT046,2948.157959
FDE28,OUT018,3528.539307
FDR19,OUT035,2536.425293
NCF54,OUT019,491.1821289
FDZ08,OUT046,1327.799561
